Method,"X(mean 100, var 10)","Y(mean 110, var 15)","X(mean = 1, var =2)","Y (mean = 3, var = 1.4)","X(mean = 0.54, var = 0.019)","Y(mean = 0.7, var = 0.016)"
Difference Sampling,99.29261159,107.698618,-1.06,1.60,0.494746386,0.643823558
Difference Sampling,99.79902202,109.7833621,2.33,3.88,0.707835394,0.840265516
Difference Sampling,95.68244137,106.1206768,-0.91,1.32,0.58398134,0.762665465
Difference Sampling,102.8027273,112.091297,2.52,4.14,0.633985698,0.76319883
Difference Sampling,104.3063555,113.4274742,0.60,3.29,0.673947833,0.800992226
Difference Sampling,100.1164291,112.9981508,1.71,3.81,0.706837508,0.828585487
Difference Sampling,101.2086917,114.1312324,1.48,3.10,0.613234862,0.749462724
Difference Sampling,102.522856,113.2771943,1.37,2.31,0.700122849,0.850819971
Difference Sampling,95.5490979,105.4594044,4.60,5.71,0.48594808,0.649994266
Difference Sampling,95.54489618,105.2293376,1.88,2.70,0.460612192,0.790561966
Difference Sampling,99.83204004,111.0378671,1.67,2.78,0.448091037,0.622245971
Difference Sampling,97.98471943,107.8608699,0.37,1.83,0.465524522,0.702371568
Difference Sampling,99.77504347,109.1413795,1.69,3.33,0.531152767,0.73888042
Difference Sampling,101.506432,113.3984962,1.97,3.66,0.726535024,0.801595599
Difference Sampling,97.82068342,105.7823174,1.15,3.48,0.632015281,0.781731778
Difference Sampling,99.63811854,114.522123,0.36,2.61,0.49680119,0.684025055
Difference Sampling,95.47723016,104.9104824,-1.30,1.45,0.675945987,0.843435657
Difference Sampling,97.90870852,107.3134936,-0.52,2.15,0.459280422,0.589159385
Difference Sampling,100.05914,110.9956149,1.72,2.88,0.241592105,0.360236137
Difference Sampling,100.5090589,110.7281928,-0.01,2.56,0.328908765,0.495006055
Difference Sampling,96.72843338,106.8210065,2.33,3.63,0.559679084,0.651210218
Difference Sampling,99.82175824,110.7810477,1.71,3.36,0.392675585,0.583132391
Difference Sampling,99.05586506,109.4433763,0.44,2.15,0.513424402,0.721975387
Difference Sampling,99.99377725,107.2625256,2.42,4.25,0.793079625,0.936570514
Difference Sampling,102.4946759,110.6730652,3.07,4.36,0.621285547,0.726514939
Difference Sampling,105.2423703,116.9515186,2.10,4.46,0.343948489,0.437848181
Difference Sampling,97.87852058,103.449621,-0.64,1.36,0.430701171,0.573315244
Difference Sampling,96.55242862,106.6111012,-0.13,1.56,0.636422218,0.773983084
Difference Sampling,102.5382824,113.6998557,-0.86,2.74,0.500979036,0.649942513
Difference Sampling,101.7953302,110.3970718,1.64,2.77,0.307170674,0.540208238
Difference Sampling,99.2243492,108.8255694,2.05,3.51,0.570239684,0.736400465
Difference Sampling,94.69823245,104.9888278,0.08,1.54,0.648612217,0.759384187
Difference Sampling,101.2919293,110.6927345,2.81,4.83,0.590466535,0.690786656
Difference Sampling,100.1228569,109.6275597,1.60,3.12,0.328358108,0.471678024
Difference Sampling,96.25150136,108.5505909,2.12,3.25,0.756399209,0.849251587
Difference Sampling,100.7336561,109.8347227,1.12,3.23,0.584597042,0.834890485
Difference Sampling,101.4454547,112.810102,0.82,3.03,0.517314413,0.762678904
Difference Sampling,105.342621,113.8524302,0.77,2.29,0.643205865,0.78076329
Difference Sampling,100.5029468,109.9320256,1.48,2.87,0.69384907,0.865549983
Difference Sampling,96.18657834,107.1813773,3.33,5.33,0.546511086,0.669811455
Difference Sampling,105.2259299,115.8287103,0.92,2.54,0.59811394,0.718538428
Difference Sampling,100.2108888,110.1669296,-0.51,3.24,0.352679926,0.603509982
Difference Sampling,103.6400714,113.3226604,0.68,1.74,0.599715529,0.687800513
Difference Sampling,103.864409,111.3737313,-0.09,1.70,0.414312008,0.660813775
Difference Sampling,98.76614466,111.8892832,1.08,2.23,0.599710779,0.737853921
Difference Sampling,93.38557238,104.2005579,0.91,2.76,0.504690947,0.588855345
Difference Sampling,97.52679599,106.442417,1.10,1.83,0.747273095,0.877198393
Difference Sampling,103.1837462,112.6116995,1.16,2.95,0.522840039,0.746818796
Difference Sampling,98.4533969,108.7076124,2.09,3.87,0.673182583,0.8277174
Difference Sampling,99.18827805,110.6557926,1.09,3.29,0.343850153,0.532588239
Difference Sampling,98.46717028,109.2734734,2.02,3.97,0.444621462,0.655942551
Difference Sampling,107.7256173,117.7304137,1.09,2.82,0.489242693,0.723935275
Difference Sampling,95.55386284,106.038729,3.30,4.93,0.577845398,0.870083864
Difference Sampling,100.323914,109.5908797,0.73,2.99,0.616408199,0.683531197
Difference Sampling,102.0172704,111.9087494,1.22,3.79,0.634039172,0.78360916
Difference Sampling,100.2047991,108.1244267,2.80,4.18,0.817359014,0.906653993
Difference Sampling,96.07944895,104.5027296,-2.06,-0.13,0.534985369,0.688331641
Difference Sampling,99.9253245,110.8442405,2.35,3.53,0.65786275,0.710420101
Difference Sampling,105.20376,113.189853,-2.02,1.35,0.680113095,0.781021445
Difference Sampling,96.46336482,105.9214752,2.01,3.83,0.54338338,0.710539336
Difference Sampling,102.2215037,111.5338169,2.26,5.53,0.518507585,0.597400124
Difference Sampling,95.45382267,109.1632866,0.22,3.70,0.728745865,0.870529443
Difference Sampling,105.8197301,116.9426622,2.25,3.14,0.517364278,0.742041874
Difference Sampling,102.229716,112.2592121,1.89,3.62,0.619490841,0.720294203
Difference Sampling,99.06443018,107.5194685,2.32,5.37,0.519435906,0.666624887
Difference Sampling,103.2183236,111.6493445,1.42,3.17,0.228694255,0.278147049
Difference Sampling,101.3249683,111.0836207,2.77,3.95,0.427781419,0.592432758
Difference Sampling,98.92048302,110.5447537,0.45,2.78,0.608167818,0.717619623
Difference Sampling,100.6856113,113.4927845,0.46,2.68,0.446734568,0.491402092
Difference Sampling,99.60442029,106.3215791,3.49,4.86,0.552964676,0.723098892
Difference Sampling,103.9283411,113.4871325,0.76,2.85,0.656673894,0.741771314
Difference Sampling,98.44584821,105.5898945,0.33,2.39,0.530010383,0.687055905
Difference Sampling,100.2485927,109.9502374,1.85,3.19,0.405762283,0.572609215
Difference Sampling,96.33126863,104.7271898,1.05,2.69,0.729923801,0.797657941
Difference Sampling,95.89917091,104.7448576,1.51,2.89,0.459703232,0.552525314
Difference Sampling,96.64086804,104.7012328,0.22,3.09,0.625808628,0.735421968
Difference Sampling,97.840051,106.908472,-0.99,0.68,0.349756458,0.551831658
Difference Sampling,96.41996963,103.5684024,1.51,3.56,0.599507193,0.755341388
Difference Sampling,105.0638236,113.1381968,1.67,4.71,0.481466422,0.598298994
Difference Sampling,98.06087459,110.7042181,0.76,4.59,0.475445089,0.682794573
Difference Sampling,95.62183864,108.0823187,3.79,4.80,0.251592491,0.441817025
Difference Sampling,94.79943104,105.7711509,-1.85,2.07,0.624004658,0.787833243
Difference Sampling,99.53973961,109.3269808,1.71,3.49,0.270611929,0.368950347
Difference Sampling,98.27258661,106.7806258,3.33,5.71,0.712525084,0.799790679
Difference Sampling,107.2020302,118.8361897,2.81,4.71,0.678770772,0.803160874
Difference Sampling,98.4914487,107.6738664,1.62,3.51,0.458968944,0.604408579
Difference Sampling,103.0775892,111.8573726,0.26,2.21,0.521454025,0.752323761
Difference Sampling,103.7644172,113.7474797,-0.97,1.18,0.523619903,0.678923624
Difference Sampling,96.99022978,105.9594439,2.77,4.51,0.49548846,0.644706063
Difference Sampling,101.5115483,112.8735416,3.20,5.37,0.67489778,0.838065203
Difference Sampling,99.69758913,112.2231572,-1.41,1.62,0.711975821,0.831780488
Difference Sampling,101.0814553,108.868857,1.74,3.03,0.673736533,0.800338623
Difference Sampling,96.00968142,104.2595915,-0.26,2.15,0.542618662,0.719708608
Difference Sampling,106.4667622,116.6718975,1.81,3.44,0.488958819,0.610512314
Difference Sampling,102.1608249,109.5661737,1.18,4.35,0.6117098,0.823965674
Difference Sampling,99.83876171,109.8145718,0.46,3.19,0.548515609,0.738088542
Difference Sampling,95.06260783,103.4337769,2.11,4.28,0.855536447,0.919920717
Difference Sampling,106.8590631,119.8761284,1.02,2.36,0.677233013,0.733140662
Difference Sampling,96.64250094,106.7757703,0.33,2.31,0.708971104,0.795705143
Difference Sampling,95.90641436,107.504171,-0.04,1.91,0.291239686,0.614838098
Difference Sampling,98.24898415,109.4996445,-0.63,1.40,0.281688864,0.450510622
Difference Sampling,99.2975985,106.8894218,-0.92,2.75,0.545994958,0.705056387
Difference Sampling,96.52122526,107.7185813,0.09,2.26,0.59133423,0.728976582
Difference Sampling,101.550313,109.2135653,0.55,3.48,0.302089298,0.450143033
Difference Sampling,103.0049364,110.7885869,1.81,2.63,0.579768447,0.723744489
Difference Sampling,98.60250177,110.3168541,0.76,2.90,0.739140535,0.886987026
Difference Sampling,100.0499866,106.9323119,1.14,2.82,0.404675508,0.548008821
Difference Sampling,97.65867438,106.6414712,-0.15,2.68,0.529675153,0.694977236
Difference Sampling,103.4403954,114.9168754,2.51,3.97,0.48231801,0.646561585
Difference Sampling,97.07496088,107.0368452,-0.91,1.71,0.369312363,0.638850305
Difference Sampling,99.54983862,108.3466087,2.71,4.02,0.398469949,0.674206727
Difference Sampling,102.5383673,111.3564025,2.03,3.56,0.643374029,0.76045512
Difference Sampling,107.7707063,116.6432,0.56,3.42,0.620824585,0.837094345
Difference Sampling,99.74740483,110.4182231,3.29,4.83,0.561282002,0.724534674
Difference Sampling,99.36400265,106.7940579,-0.35,2.39,0.582856146,0.796847836
Difference Sampling,93.19624372,102.2364187,-0.68,0.33,0.587111919,0.819676368
Difference Sampling,102.2281489,110.4353438,-1.81,-0.06,0.658677985,0.844744012
Difference Sampling,96.1288192,104.79438,3.05,3.88,0.476818538,0.691054239
Difference Sampling,100.5968649,112.0558786,3.09,5.02,0.343336271,0.533713855
Difference Sampling,101.2252248,108.9108904,-1.52,1.81,0.426301196,0.651117916
Difference Sampling,100.0089413,107.9226191,2.08,3.38,0.446072534,0.593648348
Difference Sampling,95.73294687,106.0191539,1.35,2.75,0.636327087,0.761111488
Difference Sampling,104.9021206,112.5804492,0.50,3.17,0.774767831,0.869665758
Difference Sampling,99.80767384,107.4575775,1.80,3.96,0.528093226,0.744895413
Difference Sampling,101.9415886,112.9170872,1.92,3.72,0.733079084,0.844670278
Difference Sampling,100.3844153,107.4201872,2.53,4.06,0.73808412,0.79618046
Difference Sampling,102.6457628,111.949885,3.91,5.14,0.734879008,0.840677694
Difference Sampling,97.70331196,110.2146367,0.34,2.46,0.456069384,0.560144214
Difference Sampling,97.96963155,107.1957354,0.71,3.99,0.591478912,0.787419852
Difference Sampling,103.8693031,117.1627767,1.77,3.45,0.593146382,0.741735509
Difference Sampling,99.21511861,110.9974704,1.11,2.88,0.545543683,0.776157923
Difference Sampling,105.9693,117.4593162,-0.02,1.54,0.560545678,0.663881697
Difference Sampling,100.1850966,108.8242533,2.45,4.19,0.490207949,0.761208764
Difference Sampling,99.04088054,108.1546524,-0.15,1.70,0.39137831,0.592243851
Difference Sampling,98.48606765,108.7583483,1.55,3.21,0.57573177,0.661101109
Difference Sampling,102.2831043,110.7356655,0.10,1.48,0.295247698,0.374559175
Difference Sampling,102.6685545,113.4866739,1.22,3.08,0.332702074,0.565390728
Difference Sampling,95.9502031,105.0825261,-1.68,-0.72,0.671306597,0.871830401
Difference Sampling,100.0152744,106.4355363,-0.84,2.82,0.308120128,0.442042436
Difference Sampling,100.706375,110.4070623,-0.89,1.56,0.227794497,0.302119634
Difference Sampling,98.2842994,106.0718668,0.12,1.79,0.667165115,0.77721716
Difference Sampling,103.9558568,116.3020023,0.09,2.09,0.395775041,0.513488731
Difference Sampling,102.3595159,113.8979445,3.24,5.17,0.55272422,0.644390336
Difference Sampling,101.6484967,112.4259695,0.70,2.06,0.633444762,0.734121842
Difference Sampling,101.7064165,111.0181592,3.25,4.33,0.511638962,0.744228855
Difference Sampling,101.9256844,107.7055265,0.96,2.03,0.471093339,0.683241237
Difference Sampling,97.33684661,106.1369411,-0.95,1.85,0.613845733,0.797876875
Difference Sampling,103.311145,111.2355712,1.52,3.27,0.821345675,0.94424631
Difference Sampling,97.2556661,104.8178001,1.63,3.41,0.716583155,0.819713027
Difference Sampling,97.36493646,106.3562873,1.91,4.82,0.58967898,0.821897761
Difference Sampling,96.06356339,108.3647235,0.11,1.93,0.404779413,0.48583802
Difference Sampling,102.2160441,111.2796074,0.47,3.97,0.523357252,0.755294292
Difference Sampling,101.2148038,114.3629679,0.12,2.82,0.622607148,0.769942674
Difference Sampling,100.4247675,109.2475501,2.91,3.63,0.458977422,0.598489648
Difference Sampling,98.09881824,106.206704,-3.31,-0.81,0.653203732,0.796493365
Difference Sampling,102.3597777,112.1633909,1.40,3.70,0.619298539,0.749133292
Difference Sampling,104.5343069,115.5788324,-0.14,3.49,0.665860794,0.756222265
Difference Sampling,107.3149247,117.5615195,-0.20,3.06,0.695955802,0.883188693
Difference Sampling,99.18282032,106.453545,1.82,3.31,0.422388303,0.706445504
Difference Sampling,106.0198613,120.8543914,1.94,3.44,0.746216863,0.859712865
Difference Sampling,105.5752436,115.9686303,1.51,2.70,0.623509591,0.78495986
Difference Sampling,96.15249331,105.6582007,0.21,2.95,0.571852563,0.659433926
Difference Sampling,104.0522359,112.7880459,0.81,2.24,0.538309258,0.75185189
Difference Sampling,103.8493304,114.5512962,2.62,4.65,0.554693513,0.714638213
Difference Sampling,98.79251572,106.544442,0.46,2.56,0.345898018,0.502257305
Difference Sampling,102.8625655,111.4267275,0.76,1.61,0.458087814,0.637238075
Difference Sampling,99.65035191,109.2382597,-1.59,0.36,0.679731807,0.812852309
Difference Sampling,94.04013176,101.7033154,1.24,3.09,0.606397928,0.871115162
Difference Sampling,101.1740641,113.09453,-1.78,1.41,0.517323008,0.691198861
Difference Sampling,104.6369579,116.342393,1.15,2.29,0.501138095,0.760420544
Difference Sampling,103.6693843,112.8921009,1.20,3.46,0.374177424,0.571592831
Difference Sampling,103.6004775,115.7673703,1.21,3.05,0.292404032,0.502717004
Difference Sampling,97.1306492,106.4339588,0.62,2.44,0.37582889,0.521291408
Difference Sampling,101.6332948,113.1214106,0.21,1.90,0.448509251,0.628379066
Difference Sampling,97.56829816,108.039333,1.79,2.78,0.751483578,0.827022735
Difference Sampling,97.92915835,109.8477389,-0.07,2.09,0.509006176,0.688138024
Difference Sampling,99.82106961,108.8307601,1.05,2.45,0.519580626,0.643261991
Difference Sampling,96.43440537,103.24778,1.09,3.27,0.725324767,0.801227281
Difference Sampling,100.717109,111.222962,-3.01,1.66,0.478302708,0.626668295
Difference Sampling,102.6019143,110.1526956,2.55,4.44,0.649388982,0.800530853
Difference Sampling,101.1825082,109.9396348,-2.33,0.63,0.522160202,0.626748152
Difference Sampling,102.3735573,113.3933596,0.91,3.11,0.384598179,0.650348208
Difference Sampling,99.9100105,108.0846169,0.65,2.36,0.689669905,0.839755921
Difference Sampling,101.2168522,113.2478421,2.04,3.07,0.315727376,0.531140989
Difference Sampling,101.7554371,108.5975378,0.27,3.26,0.619865094,0.803742974
Difference Sampling,99.32345131,108.2330917,0.12,3.83,0.443633206,0.576880058
Difference Sampling,96.22457906,108.7234632,3.00,4.56,0.705594791,0.861100813
Difference Sampling,100.9972076,108.1793272,2.89,4.10,0.414726923,0.671888945
Difference Sampling,100.6680788,109.7339595,1.11,3.38,0.383483872,0.506343666
Difference Sampling,99.58147136,111.6178675,0.40,1.73,0.210996438,0.420474748
Difference Sampling,103.1158419,114.8368216,0.94,1.81,0.432104314,0.615423762
Difference Sampling,102.2210792,114.0461749,2.22,4.63,0.557826944,0.725903833
Difference Sampling,101.3235421,110.8433823,3.21,4.07,0.504929062,0.693360349
Difference Sampling,97.6053736,108.1086831,2.00,3.97,0.542168779,0.753508798
Difference Sampling,99.03499792,109.4372708,1.06,3.41,0.244223604,0.304931483
Difference Sampling,104.5009567,113.1766397,1.01,1.56,0.475074529,0.645580847
Difference Sampling,100.7648245,109.1073487,1.61,4.26,0.572730366,0.673372784
Difference Sampling,98.0600974,106.119747,1.18,3.27,0.681118225,0.906512339
Difference Sampling,103.0359917,115.1694884,1.18,3.47,0.571718277,0.716690142
Difference Sampling,105.1947513,116.2844923,1.53,3.51,0.731871485,0.834961586
Difference Sampling,98.34594685,108.1934214,0.78,3.21,0.391909979,0.583954151
Difference Sampling,90.89080336,100.3065098,0.26,2.33,0.58837826,0.753850456
Difference Sampling,99.73970178,109.9999424,1.64,4.64,0.597225236,0.744659642
Difference Sampling,103.3545921,114.0701636,1.59,3.11,0.48879601,0.669955394
Difference Sampling,96.69742092,107.6139979,1.46,2.95,0.641071558,0.83614894
Difference Sampling,101.724376,112.7898772,-1.57,1.88,0.691980225,0.841203604
Difference Sampling,100.9332415,109.7944021,0.84,2.02,0.480099342,0.72428156
Difference Sampling,104.6585085,114.4153258,1.34,3.20,0.636603233,0.769626764
Difference Sampling,101.3504204,110.4025988,0.09,2.57,0.537863839,0.675077544
Difference Sampling,103.7312546,111.6630054,0.91,3.42,0.612803047,0.706573753
Difference Sampling,97.83351481,108.4962666,1.06,2.85,0.728725426,0.86570725
Difference Sampling,96.71936236,105.9790751,-0.48,2.02,0.797597607,0.927739688
Difference Sampling,97.43319386,106.4032276,1.67,2.77,0.453992263,0.702666681
Difference Sampling,96.39175029,108.3944839,4.72,5.27,0.751846087,0.832644388
Difference Sampling,97.44070728,107.2443426,0.37,1.99,0.434555116,0.652370969
Difference Sampling,98.72861619,107.7957093,-0.96,0.16,0.760300344,0.847742254
Difference Sampling,96.80517863,105.3795195,2.61,4.42,0.296909424,0.477541236
Difference Sampling,100.9669297,111.4538616,0.74,3.76,0.396625973,0.734935452
Difference Sampling,102.3024345,111.7712495,1.40,2.47,0.569009483,0.755698992
Difference Sampling,102.4235904,110.8015991,-1.17,2.78,0.631229263,0.757552991
Difference Sampling,106.6154941,115.5839718,1.85,5.16,0.479544011,0.726860291
Difference Sampling,103.4023083,113.1258913,3.88,5.88,0.736094436,0.83661574
Difference Sampling,101.2187446,109.8707634,1.76,3.09,0.438536153,0.582356428
Difference Sampling,93.83339089,104.0623685,0.74,2.28,0.399527198,0.444750818
Difference Sampling,102.8675627,114.4796948,-0.63,2.24,0.597778482,0.759321209
Difference Sampling,105.5313922,114.4619916,-1.46,2.42,0.547667763,0.658497986
Difference Sampling,98.97026418,108.1796175,-2.44,1.36,0.758174871,0.841258371
Difference Sampling,98.66548459,108.3488412,1.16,2.71,0.591232656,0.722545804
Difference Sampling,94.25881536,102.2989039,2.30,3.28,0.469483963,0.604851573
Difference Sampling,92.74051051,101.6477538,1.84,3.69,0.523352567,0.766161511
Difference Sampling,95.31544841,105.3841361,1.15,2.96,0.700612706,0.855193736
Difference Sampling,103.4887243,113.8889301,2.20,4.27,0.458504335,0.638144745
Difference Sampling,99.23966456,106.0668476,-0.89,2.00,0.559968057,0.730997855
